timestamp,speed_magnitude
1062.113,0.05385283564053906
1062.146,0.09627084388601655
1062.177,0.08289807766572543
1062.213,0.05470534590061384
1062.246,0.03972908061102094
1062.274,0.04274603307348327
1062.313,0.024220176999683866
1062.341,0.03552739691112127
1062.379,0.01897478073010305
1062.407,0.004665524370747285
1062.446,0.04501027336384034
1062.479,0.033216622998064396
1062.512,0.012802118339568524
1062.546,0.005597537482451665
1062.579,0.021264896681508196
1062.612,0.034391231639356284
1062.646,0.043835793951255336
1062.673,0.04979965693637115
1062.71,0.028181309163306727
1062.736,0.00725171689888
1062.779,0.012612566636147262
1062.813,0.023685678134110353
1062.846,0.02621845827179913
1062.879,0.013248071415436621
1062.913,0.01944470270986302
1062.946,0.0017456763307142817
1062.98,0.009197424774672353
1063.013,0.012607440666234595
1063.046,0.027535763385630577
1063.079,0.019296295863955613
1063.113,0.003199162235138037
1063.146,0.011323716895752258
1063.179,0.00398000272430737
1063.213,0.005992018901219158
1063.246,0.017822131651212065
1063.279,0.01969667406621164
1063.313,0.0091855650428612
1063.345,0.010196701068487754
1063.38,0.0014156874408875076
1063.408,0.011150702762800368
1063.446,0.017417613745516744
1063.472,0.005237188954114407
1063.511,0.013371001128604397
1063.538,0.003641550164042787
1063.568,0.0016255108021525758
1063.613,0.011643276843990498
1063.638,0.02873203537716785
1063.669,0.026662323039919656
1063.708,0.008649135239150887
1063.745,0.008933078584467603
1063.78,0.02287841717363223
1063.807,0.03174802947860243
1063.844,0.04127816242612416
1063.87,0.04532389704394212
1063.908,0.04704684434176039
1063.947,0.002420663866192645
1063.973,0.0019775415191086014
1064.014,0.01044539633833961
1064.045,0.012650440663532521
1064.079,0.028528538168653927
1064.113,0.02233281639057594
1064.141,0.01037119706823213
1064.179,0.0062525842831364035
1064.214,0.010742046516433438
1064.246,0.02973219882624701
1064.274,0.021467459598653843
1064.314,0.014267003040107123
1064.336,0.012644205898425815
1064.38,0.012007434389120475
1064.414,0.012362333240690339
1064.446,0.013309272117660132
1064.48,0.015059727660607765
1064.517,0.021843862203215627
1064.547,0.04297468007893659
1064.576,0.04522239747747782
1064.608,0.04407208179726244
1064.644,0.05635479856223255
1064.678,0.09036271376478935
1064.713,0.08516515266798948
1064.741,0.07650266343316135
1064.776,0.06581107810996711
1064.81,0.057165263488896084
1064.836,0.05139494137637324
1064.869,0.04513191114099215
1064.905,0.05710892857806189
1064.943,0.07424979053896812
1064.973,0.06792303287956272
1065.004,0.05643339665867059
1065.046,0.047062196358774414
1065.075,0.05641310403657626
1065.104,0.05004554303727409
1065.137,0.04104410088550186
1065.168,0.03496998085221944
1065.208,0.03292281765159432
1065.246,0.06773960346687495
1065.272,0.06669186188126001
1065.311,0.057404348574687056
1065.346,0.051882876546186556
1065.369,0.050659696537757856
1065.406,0.05208481544215368
1065.446,0.0561720757518177
1065.477,0.05885855577417482
1065.513,0.0625336434562216
1065.545,0.08646384276324807
1065.568,0.08519300009442882
1065.612,0.07659573280693693
1065.645,0.07697666621665916
1065.67,0.08096672403543681
1065.707,0.07831941228979536
1065.746,0.07783512038016327
1065.778,0.08022850668752492
1065.809,0.08378263629474267
1065.843,0.08547889611115678
1065.876,0.08871815997067342
1065.913,0.09319534131168372
1065.937,0.09640668690012433
1065.971,0.09700986839065183
1066.011,0.10050024637487581
1066.045,0.10411226713182327
1066.075,0.12369460921546739
1066.109,0.16349040865015826
1066.146,0.19730217452298565
1066.174,0.18227245468989867
1066.213,0.15336086875391905
1066.239,0.1377235994798376
1066.269,0.12620236062023205
1066.308,0.12054086296550252
1066.338,0.12184885276605933
1066.369,0.12607528765627177
1066.405,0.13245672790464025
1066.446,0.1396119636534852
1066.472,0.14403462148399332
1066.509,0.149208856268559
1066.545,0.14029243791616314
1066.578,0.14337056891140132
1066.603,0.14453265359614237
1066.645,0.14811677652619265
1066.67,0.15317294235015813
1066.71,0.15461719100788954
1066.742,0.15567659347436005
1066.779,0.15921023154369243
1066.806,0.16269732795243913
1066.843,0.16800919098641132
1066.876,0.17273155360852832
1066.911,0.17745474463613056
1066.937,0.18063024736721237
1066.969,0.1843100246551419
1067.007,0.18804666999918462
1067.045,0.19153813834975322
1067.069,0.1934961710873692
1067.113,0.1871776693264014
1067.141,0.19047050775502758
1067.18,0.1928917424012822
1067.214,0.19494641684017078
1067.246,0.19736686004803952
1067.28,0.19973193277347606
1067.313,0.2017455007643247
1067.345,0.2041908810106745
1067.377,0.20716407877586177
1067.41,0.2101295120510099
1067.437,0.21032637993511685
1067.479,0.2133772476466784
1067.513,0.21642752374309915
1067.546,0.2194871465925136
1067.579,0.22278146065291254
1067.613,0.22612534072039406
1067.634,0.22835060555669986
1067.674,0.23205199199410798
1067.71,0.23410178823162986
1067.746,0.23481580204258826
1067.779,0.23740023940344346
1067.805,0.23924246471862648
1067.839,0.24198327453759333
1067.874,0.24481862966195264
1067.913,0.2472738591392183
1067.942,0.25053233084505433
1067.979,0.256003941019314
1068.013,0.26343520687312016
1068.041,0.27829990284348466
1068.074,0.3137916320190631
1068.113,0.3016763267483298
